Shipping_Mode,Order_Priority,Customer_Segment,Market,Product_Category,Order_Quantity,Discount,Price,Days_for_Shipment_Scheduled,Order_Weekday,Order_Month,Late_Delivery_Risk
Same Day,Low,Corporate,Europe,Grocery,14,0.04,1041.69,3,Friday,6,0
Standard Class,Medium,Home Office,Africa,Furniture,11,0.36,79.14,5,Sunday,11,1
Second Class,Medium,Corporate,Pacific Asia,Furniture,14,0.08,521.54,6,Tuesday,12,0
Standard Class,Medium,Consumer,Europe,Apparel,11,0.15,796.76,6,Wednesday,11,0
First Class,Medium,Consumer,USCA,Grocery,2,0.34,784.86,6,Monday,9,0
First Class,Low,Home Office,Europe,Office Supplies,15,0.39,364.87,2,Tuesday,9,1
Standard Class,Low,Consumer,Pacific Asia,Electronics,10,0.12,604.49,4,Tuesday,8,0
Same Day,Low,Consumer,Pacific Asia,Furniture,11,0.15,601.32,7,Thursday,1,0
Standard Class,Medium,Home Office,LATAM,Office Supplies,8,0.19,166.2,7,Sunday,6,0
Second Class,Low,Home Office,Pacific Asia,Electronics,8,0.2,453.17,2,Thursday,10,0
Same Day,Medium,Home Office,Africa,Office Supplies,5,0.3,151.94,2,Monday,12,1
First Class,Low,Home Office,Pacific Asia,Office Supplies,14,0.33,77.94,1,Wednesday,10,1
Same Day,High,Home Office,Europe,Furniture,16,0.4,76.22,7,Tuesday,10,0
Standard Class,Medium,Corporate,Europe,Furniture,13,0.32,527.63,4,Monday,2,1
Standard Class,Medium,Consumer,Europe,Office Supplies,7,0.12,878.23,6,Sunday,8,0
Standard Class,High,Home Office,Pacific Asia,Office Supplies,5,0.14,1181.61,5,Wednesday,9,0
Standard Class,Medium,Home Office,Africa,Apparel,15,0.25,689.75,1,Thursday,3,1
First Class,Medium,Consumer,Africa,Electronics,11,0.27,366.22,2,Sunday,10,1
Standard Class,High,Consumer,LATAM,Grocery,17,0.04,256.45,7,Thursday,8,0
Second Class,Medium,Consumer,USCA,Grocery,8,0.14,836.84,4,Friday,12,0
Standard Class,High,Home Office,Africa,Apparel,10,0.08,71.61,4,Wednesday,2,1
Standard Class,Low,Corporate,Europe,Office Supplies,6,0.2,322.13,1,Friday,4,1
Second Class,High,Consumer,LATAM,Office Supplies,10,0.07,829.37,5,Monday,10,0
Standard Class,Low,Consumer,Africa,Apparel,19,0.23,539.58,1,Sunday,10,1
First Class,Low,Home Office,Africa,Grocery,7,0.19,605.25,5,Monday,9,0
Standard Class,Medium,Corporate,USCA,Furniture,5,0.16,1170.82,1,Sunday,2,1
First Class,Low,Consumer,USCA,Furniture,13,0.26,491.5,4,Sunday,7,0
Standard Class,Low,Consumer,USCA,Office Supplies,3,0.17,718.21,2,Thursday,12,1
Standard Class,Low,Consumer,Africa,Electronics,16,0.16,1198.35,5,Wednesday,6,1
Second Class,Medium,Consumer,Africa,Grocery,6,0.26,826.78,7,Friday,5,0
First Class,High,Corporate,Europe,Electronics,8,0.02,622.21,7,Friday,5,0
Standard Class,Medium,Corporate,Pacific Asia,Office Supplies,16,0.17,395.43,4,Wednesday,12,0
Standard Class,High,Consumer,USCA,Grocery,17,0.08,1171.98,5,Saturday,11,0
Standard Class,Medium,Corporate,Europe,Furniture,10,0.02,359.65,5,Sunday,12,0
Standard Class,Low,Consumer,Europe,Furniture,17,0.01,147.83,5,Friday,2,1
First Class,Low,Home Office,LATAM,Electronics,10,0.07,1111.77,6,Sunday,12,0
First Class,Medium,Consumer,Europe,Grocery,7,0.17,389.61,1,Monday,10,0
Standard Class,Low,Consumer,USCA,Office Supplies,11,0.23,710.78,6,Sunday,4,0
Standard Class,Low,Consumer,Pacific Asia,Apparel,3,0.32,778.63,5,Tuesday,7,0
First Class,Medium,Consumer,Europe,Apparel,8,0.24,320.48,6,Saturday,3,0
Standard Class,Medium,Consumer,Africa,Apparel,3,0.21,513.85,2,Monday,12,1
Second Class,Low,Consumer,Africa,Office Supplies,13,0.01,195.03,5,Wednesday,12,0
Standard Class,High,Corporate,Europe,Apparel,6,0.12,1062.61,1,Friday,5,1
Second Class,Medium,Consumer,USCA,Electronics,17,0.28,705.59,5,Sunday,12,0
Standard Class,Medium,Consumer,Pacific Asia,Furniture,2,0.11,1069.42,1,Saturday,3,1
First Class,Critical,Home Office,Pacific Asia,Apparel,7,0.24,315.97,4,Saturday,7,0
Standard Class,Low,Consumer,USCA,Furniture,6,0.24,764.45,2,Saturday,12,1
Standard Class,Medium,Corporate,Africa,Electronics,1,0.12,269.37,1,Monday,7,1
First Class,High,Consumer,Africa,Grocery,10,0.23,353.97,3,Friday,10,0
Standard Class,Medium,Consumer,LATAM,Grocery,1,0.05,439.77,3,Sunday,9,0
Standard Class,High,Consumer,Europe,Office Supplies,14,0.29,663.82,4,Sunday,2,1
Standard Class,Medium,Consumer,Europe,Furniture,3,0.01,671.38,5,Wednesday,11,0
Standard Class,Medium,Home Office,Africa,Office Supplies,9,0.01,248.39,2,Saturday,10,1
Same Day,Low,Consumer,Europe,Apparel,7,0.35,64.82,7,Wednesday,11,0
First Class,Critical,Corporate,USCA,Office Supplies,8,0.23,928.8,6,Tuesday,12,0
Standard Class,High,Corporate,Pacific Asia,Electronics,7,0.07,636.0,4,Wednesday,8,0
Second Class,High,Consumer,LATAM,Office Supplies,10,0.24,382.77,5,Thursday,12,0
Standard Class,Medium,Corporate,USCA,Apparel,15,0.15,72.78,4,Saturday,9,0
Same Day,Low,Consumer,USCA,Apparel,19,0.11,134.47,5,Monday,11,0
Standard Class,Low,Corporate,USCA,Electronics,2,0.32,514.06,5,Friday,1,0
Second Class,High,Home Office,Europe,Furniture,10,0.19,585.76,3,Friday,12,0
Standard Class,Low,Consumer,Pacific Asia,Grocery,4,0.12,459.19,4,Tuesday,6,0
Standard Class,Low,Consumer,LATAM,Electronics,15,0.38,684.15,5,Monday,2,1
Standard Class,Medium,Consumer,Africa,Grocery,6,0.07,978.73,6,Thursday,4,1
Standard Class,Medium,Consumer,USCA,Electronics,3,0.06,815.78,2,Wednesday,6,1
First Class,Medium,Consumer,USCA,Electronics,12,0.04,1041.76,2,Thursday,9,0
Standard Class,Medium,Home Office,USCA,Office Supplies,1,0.05,742.81,4,Sunday,2,0
Same Day,Medium,Consumer,Africa,Office Supplies,9,0.1,134.99,1,Wednesday,12,0
Standard Class,High,Consumer,Europe,Office Supplies,9,0.28,188.44,6,Tuesday,5,0
Second Class,Low,Consumer,Europe,Electronics,6,0.27,474.71,3,Tuesday,6,0
Same Day,Low,Consumer,Pacific Asia,Office Supplies,3,0.31,347.83,7,Wednesday,6,0
Second Class,Medium,Consumer,Europe,Electronics,9,0.23,786.17,6,Saturday,10,0
First Class,Critical,Consumer,Europe,Office Supplies,14,0.2,754.74,3,Saturday,5,0
First Class,Low,Consumer,LATAM,Grocery,17,0.17,560.49,2,Sunday,9,0
Standard Class,Low,Consumer,LATAM,Furniture,17,0.35,775.93,3,Monday,11,1
Second Class,Medium,Corporate,Europe,Office Supplies,18,0.14,1094.29,4,Monday,8,0
Standard Class,Medium,Home Office,LATAM,Apparel,11,0.36,595.14,7,Wednesday,8,0
Standard Class,Critical,Consumer,Pacific Asia,Furniture,19,0.11,423.25,1,Tuesday,2,1
Standard Class,High,Home Office,Europe,Apparel,17,0.06,576.72,6,Wednesday,10,1
Second Class,Medium,Consumer,LATAM,Furniture,14,0.1,182.68,4,Sunday,8,0
Standard Class,Medium,Corporate,Africa,Office Supplies,16,0.2,125.88,2,Tuesday,8,1
Standard Class,Low,Consumer,LATAM,Grocery,16,0.37,498.54,3,Thursday,8,1
Standard Class,Medium,Home Office,LATAM,Office Supplies,11,0.07,1108.85,7,Tuesday,5,0
Same Day,Medium,Home Office,Africa,Electronics,1,0.23,1036.86,4,Saturday,10,0
Standard Class,Low,Corporate,Pacific Asia,Apparel,16,0.09,817.15,1,Wednesday,2,1
Standard Class,Low,Home Office,Africa,Furniture,6,0.27,865.49,6,Friday,5,1
Standard Class,High,Corporate,Pacific Asia,Grocery,15,0.19,1034.06,5,Monday,1,0
Same Day,Medium,Consumer,Africa,Apparel,1,0.29,1099.37,3,Friday,4,0
Same Day,Medium,Corporate,Pacific Asia,Grocery,7,0.34,794.73,3,Monday,4,0
Second Class,Low,Consumer,Pacific Asia,Apparel,8,0.13,469.29,5,Sunday,7,0
First Class,Medium,Consumer,USCA,Office Supplies,10,0.38,185.5,7,Friday,6,0
Standard Class,High,Consumer,USCA,Electronics,7,0.19,18.24,3,Tuesday,4,0
Same Day,Low,Corporate,LATAM,Apparel,8,0.37,781.03,4,Thursday,5,0
Standard Class,Medium,Consumer,Africa,Grocery,13,0.09,483.4,6,Wednesday,6,1
Standard Class,Low,Corporate,Pacific Asia,Office Supplies,14,0.36,104.82,7,Monday,2,1
Standard Class,Medium,Corporate,USCA,Furniture,3,0.13,341.61,6,Saturday,5,0
Second Class,High,Consumer,LATAM,Furniture,12,0.3,567.79,7,Sunday,6,0
First Class,Medium,Consumer,LATAM,Office Supplies,2,0.39,942.47,2,Wednesday,9,0
Standard Class,High,Home Office,LATAM,Furniture,5,0.36,384.6,3,Wednesday,4,0
Same Day,High,Home Office,USCA,Grocery,12,0.19,790.92,2,Saturday,3,0
Standard Class,High,Consumer,Europe,Electronics,4,0.14,61.38,2,Sunday,3,1
Standard Class,High,Consumer,LATAM,Office Supplies,1,0.25,1155.23,6,Friday,5,0
Standard Class,Low,Consumer,Europe,Electronics,8,0.28,1166.3,4,Thursday,1,0
Second Class,High,Consumer,Europe,Electronics,2,0.22,638.7,6,Saturday,6,0
First Class,Low,Consumer,Europe,Office Supplies,17,0.34,792.49,5,Sunday,7,0
Standard Class,Low,Home Office,LATAM,Apparel,9,0.02,919.84,6,Saturday,10,0
Second Class,Low,Home Office,Pacific Asia,Grocery,11,0.24,1164.75,3,Thursday,7,0
Standard Class,Low,Home Office,Europe,Office Supplies,17,0.21,658.1,1,Monday,8,1
Second Class,Medium,Consumer,USCA,Grocery,5,0.02,908.87,3,Sunday,3,0
Same Day,Medium,Consumer,USCA,Electronics,9,0.01,238.91,4,Sunday,1,0
Standard Class,Low,Corporate,Europe,Electronics,7,0.24,193.31,4,Sunday,12,0
First Class,Medium,Corporate,Europe,Apparel,18,0.05,857.9,7,Friday,6,0
Second Class,Medium,Consumer,Europe,Electronics,15,0.31,1109.48,5,Wednesday,10,0
Standard Class,High,Corporate,USCA,Office Supplies,16,0.38,685.47,2,Thursday,7,1
Same Day,Low,Corporate,Africa,Grocery,16,0.07,646.06,1,Thursday,11,1
Standard Class,Low,Corporate,Pacific Asia,Apparel,13,0.32,689.64,3,Sunday,11,1
Standard Class,Low,Corporate,Africa,Office Supplies,5,0.24,1056.65,1,Sunday,11,1
Standard Class,Low,Corporate,USCA,Grocery,2,0.18,962.05,2,Saturday,10,1
Standard Class,Medium,Consumer,USCA,Grocery,19,0.26,963.99,2,Monday,2,1
First Class,Medium,Corporate,LATAM,Furniture,5,0.32,136.74,1,Tuesday,6,0
Second Class,Low,Consumer,Africa,Furniture,1,0.39,914.1,4,Monday,7,0
Same Day,Low,Consumer,Europe,Office Supplies,1,0.26,924.28,7,Wednesday,4,0
Standard Class,Low,Consumer,Europe,Apparel,16,0.3,167.27,2,Wednesday,2,1
Standard Class,Critical,Consumer,USCA,Grocery,17,0.24,571.07,6,Tuesday,10,1
Standard Class,Low,Home Office,LATAM,Grocery,7,0.23,126.47,3,Monday,4,0
Standard Class,High,Consumer,Africa,Office Supplies,10,0.03,482.46,1,Saturday,9,1
Same Day,Medium,Home Office,LATAM,Apparel,4,0.06,772.8,2,Thursday,9,0
Second Class,Low,Consumer,Pacific Asia,Electronics,4,0.15,269.77,4,Thursday,3,0
Standard Class,Critical,Consumer,LATAM,Apparel,13,0.26,167.3,7,Monday,11,1
First Class,High,Corporate,Pacific Asia,Electronics,13,0.03,769.57,1,Sunday,12,0
First Class,Medium,Consumer,Africa,Grocery,3,0.22,993.83,4,Monday,7,0
Standard Class,Medium,Corporate,Europe,Furniture,11,0.01,193.62,3,Tuesday,7,0
First Class,Medium,Consumer,Pacific Asia,Furniture,18,0.31,1086.05,7,Wednesday,7,0
Standard Class,Low,Home Office,Europe,Office Supplies,11,0.27,887.06,7,Saturday,3,0
Standard Class,Low,Consumer,LATAM,Apparel,18,0.21,816.87,5,Thursday,9,0
Standard Class,High,Corporate,LATAM,Apparel,14,0.23,153.95,1,Thursday,7,1
Standard Class,High,Consumer,Africa,Electronics,11,0.37,1116.39,3,Sunday,7,1
Standard Class,Low,Corporate,Europe,Office Supplies,13,0.36,573.43,4,Tuesday,9,1
Standard Class,High,Corporate,Africa,Apparel,11,0.32,647.37,4,Monday,3,1
Standard Class,Medium,Consumer,Pacific Asia,Office Supplies,7,0.13,620.03,4,Thursday,12,0
First Class,Low,Consumer,LATAM,Electronics,10,0.04,641.97,1,Saturday,5,0
Same Day,Medium,Corporate,LATAM,Grocery,6,0.13,989.21,3,Tuesday,2,0
First Class,Medium,Home Office,LATAM,Office Supplies,6,0.3,127.58,4,Tuesday,5,0
Standard Class,High,Consumer,LATAM,Furniture,18,0.24,585.72,4,Wednesday,5,0
Standard Class,High,Corporate,LATAM,Grocery,11,0.28,740.57,5,Monday,11,0
Standard Class,Low,Corporate,Pacific Asia,Apparel,15,0.04,150.12,3,Tuesday,6,1
Standard Class,Medium,Corporate,Pacific Asia,Electronics,18,0.06,701.41,6,Monday,8,0
Second Class,High,Home Office,Africa,Electronics,8,0.27,615.9,3,Thursday,11,0
Second Class,High,Corporate,USCA,Furniture,9,0.15,275.03,5,Tuesday,4,0
Second Class,Low,Home Office,LATAM,Office Supplies,3,0.15,316.27,4,Saturday,12,0
Second Class,Medium,Corporate,LATAM,Furniture,15,0.16,112.58,2,Saturday,4,0
Standard Class,High,Consumer,USCA,Office Supplies,14,0.32,849.45,6,Saturday,11,1
Standard Class,Low,Corporate,Africa,Furniture,2,0.28,186.52,7,Wednesday,3,1
Second Class,Medium,Home Office,Pacific Asia,Furniture,18,0.04,948.86,4,Sunday,9,0
Standard Class,High,Home Office,LATAM,Electronics,1,0.14,1068.71,2,Tuesday,1,1
Standard Class,Low,Consumer,Africa,Office Supplies,2,0.27,296.92,6,Wednesday,2,1
Standard Class,High,Consumer,USCA,Furniture,13,0.39,319.79,4,Monday,10,1
Standard Class,Low,Corporate,Pacific Asia,Apparel,13,0.36,156.5,3,Friday,9,1
Standard Class,Low,Corporate,Pacific Asia,Electronics,14,0.1,653.64,6,Saturday,7,0
First Class,Low,Consumer,Africa,Electronics,12,0.03,1157.41,3,Saturday,9,0
First Class,Low,Consumer,Europe,Electronics,2,0.23,300.04,2,Thursday,1,0
Standard Class,Low,Corporate,Europe,Electronics,2,0.16,200.19,1,Friday,10,1
Standard Class,Medium,Corporate,Europe,Furniture,14,0.07,731.3,7,Sunday,1,0
Second Class,Low,Home Office,USCA,Furniture,7,0.26,1029.27,1,Tuesday,8,0
Standard Class,High,Home Office,Europe,Electronics,4,0.06,1045.59,4,Saturday,8,0
Standard Class,Medium,Consumer,Africa,Furniture,11,0.14,421.06,5,Wednesday,10,1
Standard Class,Medium,Home Office,Pacific Asia,Furniture,7,0.32,946.3,7,Saturday,1,0
Standard Class,Medium,Corporate,Africa,Office Supplies,1,0.27,714.88,4,Tuesday,2,1
First Class,Medium,Home Office,Africa,Apparel,13,0.24,882.15,2,Sunday,4,1
First Class,Medium,Consumer,LATAM,Office Supplies,8,0.37,815.47,7,Monday,1,0
Standard Class,Low,Consumer,USCA,Grocery,16,0.05,161.92,2,Sunday,9,1
Standard Class,High,Corporate,Pacific Asia,Office Supplies,19,0.28,435.42,7,Monday,12,1
Standard Class,Medium,Home Office,LATAM,Apparel,16,0.05,918.09,3,Saturday,4,0
Standard Class,Low,Home Office,USCA,Apparel,13,0.05,914.3,4,Tuesday,6,0
Same Day,Medium,Corporate,Pacific Asia,Office Supplies,7,0.2,155.28,5,Friday,6,0
Second Class,Medium,Consumer,LATAM,Office Supplies,19,0.01,559.88,7,Monday,10,0
Standard Class,Low,Corporate,Europe,Grocery,5,0.2,1044.09,4,Thursday,10,0
First Class,High,Home Office,Africa,Electronics,2,0.0,951.97,4,Friday,5,0
First Class,Medium,Corporate,Europe,Apparel,9,0.24,701.3,4,Monday,8,0
First Class,Medium,Corporate,Pacific Asia,Electronics,16,0.12,255.66,1,Wednesday,2,0
Standard Class,Medium,Consumer,LATAM,Grocery,4,0.03,396.2,5,Saturday,6,0
Standard Class,Critical,Corporate,LATAM,Furniture,10,0.31,787.86,4,Friday,9,1
Second Class,Low,Consumer,LATAM,Furniture,3,0.16,939.88,1,Thursday,9,0
Standard Class,Medium,Home Office,Africa,Electronics,1,0.18,740.24,4,Thursday,2,1
Same Day,Low,Corporate,LATAM,Office Supplies,7,0.15,480.5,5,Tuesday,1,0
Second Class,Medium,Corporate,USCA,Apparel,3,0.03,696.19,3,Saturday,2,0
Same Day,Low,Home Office,USCA,Electronics,11,0.18,14.55,1,Friday,4,0
Standard Class,Low,Consumer,USCA,Office Supplies,13,0.27,885.39,2,Sunday,9,1
First Class,High,Consumer,Europe,Grocery,17,0.36,1014.32,2,Friday,3,1
Standard Class,Medium,Corporate,Pacific Asia,Office Supplies,10,0.31,64.84,1,Thursday,12,1
Same Day,Low,Consumer,Europe,Grocery,8,0.03,485.36,2,Tuesday,3,0
Standard Class,Medium,Consumer,Europe,Electronics,8,0.07,1020.02,2,Tuesday,12,1
Standard Class,Medium,Home Office,Africa,Furniture,19,0.02,720.59,2,Wednesday,5,1
First Class,Low,Corporate,Europe,Apparel,19,0.05,585.23,5,Saturday,1,0
Standard Class,Low,Consumer,Africa,Electronics,18,0.19,113.6,6,Saturday,5,1
Standard Class,Critical,Consumer,USCA,Furniture,9,0.09,887.27,7,Friday,3,1
Same Day,Medium,Consumer,USCA,Grocery,12,0.26,830.23,7,Tuesday,10,0
Standard Class,Low,Corporate,Europe,Apparel,13,0.01,711.79,2,Saturday,10,1
Second Class,High,Consumer,Europe,Office Supplies,5,0.34,81.93,3,Saturday,12,0
Standard Class,Medium,Home Office,USCA,Electronics,19,0.27,774.87,7,Tuesday,9,1
First Class,Low,Corporate,LATAM,Office Supplies,5,0.39,71.49,7,Thursday,9,0
Second Class,Low,Consumer,USCA,Apparel,4,0.38,988.37,5,Friday,2,0
Standard Class,Low,Consumer,LATAM,Electronics,2,0.28,1044.44,1,Friday,7,1
Standard Class,High,Corporate,USCA,Electronics,15,0.06,641.75,4,Thursday,11,0
Second Class,Low,Consumer,Pacific Asia,Office Supplies,8,0.09,1019.64,6,Thursday,2,0
Standard Class,Low,Corporate,Africa,Office Supplies,14,0.11,486.93,7,Friday,8,1
Standard Class,High,Home Office,Africa,Furniture,4,0.17,355.15,7,Thursday,10,1
Second Class,Low,Consumer,Pacific Asia,Office Supplies,12,0.23,586.08,1,Monday,6,0
Standard Class,Medium,Consumer,LATAM,Grocery,6,0.27,674.95,5,Wednesday,7,0
Standard Class,Low,Home Office,Europe,Furniture,8,0.03,922.08,2,Saturday,2,1
Second Class,Medium,Consumer,Europe,Office Supplies,9,0.24,726.46,4,Saturday,3,0
Standard Class,Low,Consumer,Africa,Electronics,9,0.02,1028.46,4,Friday,7,1
Standard Class,Low,Consumer,Europe,Office Supplies,16,0.33,1123.63,6,Friday,1,1
Standard Class,Medium,Home Office,LATAM,Apparel,9,0.02,631.18,4,Monday,2,0
Second Class,Medium,Home Office,Europe,Furniture,19,0.16,864.03,6,Sunday,5,0
Second Class,Medium,Consumer,USCA,Electronics,8,0.17,583.01,6,Sunday,7,0
Second Class,Medium,Corporate,Pacific Asia,Office Supplies,7,0.23,1088.22,5,Saturday,6,0
Standard Class,Medium,Consumer,Africa,Apparel,13,0.04,46.33,1,Sunday,12,1
Standard Class,Medium,Corporate,Europe,Furniture,5,0.37,865.15,3,Tuesday,4,0
Standard Class,Medium,Consumer,LATAM,Furniture,18,0.15,600.65,4,Monday,3,0
Standard Class,Medium,Consumer,Europe,Furniture,7,0.16,82.75,1,Monday,9,1
Same Day,Medium,Home Office,Pacific Asia,Electronics,6,0.1,897.37,1,Thursday,11,0
Standard Class,Medium,Consumer,USCA,Office Supplies,10,0.31,477.46,7,Monday,6,0
Standard Class,Low,Consumer,Africa,Electronics,15,0.0,637.39,7,Friday,4,1
Standard Class,Low,Home Office,Africa,Grocery,17,0.04,858.24,3,Monday,1,1
Second Class,Low,Corporate,LATAM,Office Supplies,13,0.19,309.96,3,Saturday,7,0
Second Class,High,Corporate,USCA,Grocery,1,0.39,353.11,5,Saturday,5,0
Second Class,High,Home Office,Europe,Office Supplies,9,0.01,434.43,3,Wednesday,6,0
First Class,Medium,Consumer,Europe,Furniture,19,0.02,899.66,3,Monday,6,0
Standard Class,Low,Consumer,LATAM,Electronics,6,0.29,1178.36,7,Sunday,9,0
Standard Class,Low,Consumer,USCA,Grocery,4,0.29,441.93,4,Wednesday,8,0
Standard Class,High,Consumer,LATAM,Furniture,18,0.36,736.85,1,Tuesday,9,1
Second Class,High,Consumer,Pacific Asia,Furniture,6,0.23,395.62,3,Saturday,7,0
Second Class,Low,Corporate,Pacific Asia,Grocery,10,0.16,1053.37,2,Wednesday,8,0
Standard Class,High,Consumer,Europe,Office Supplies,3,0.18,1123.25,7,Saturday,3,0
Second Class,Medium,Consumer,Pacific Asia,Grocery,14,0.17,235.65,5,Tuesday,4,0
Second Class,Low,Consumer,LATAM,Electronics,2,0.39,788.37,3,Monday,5,0
First Class,Medium,Consumer,Africa,Apparel,19,0.15,1088.08,3,Thursday,3,0
Second Class,Medium,Corporate,Pacific Asia,Office Supplies,9,0.04,575.23,3,Saturday,1,0
First Class,High,Consumer,LATAM,Furniture,2,0.12,409.06,3,Tuesday,2,0
Standard Class,Low,Consumer,Africa,Grocery,15,0.38,1087.73,5,Wednesday,5,1
Second Class,Low,Home Office,Africa,Apparel,13,0.17,316.87,4,Tuesday,2,0
Same Day,Low,Corporate,Pacific Asia,Grocery,12,0.13,256.45,4,Thursday,4,0
Standard Class,Low,Corporate,USCA,Apparel,17,0.12,1057.84,5,Tuesday,1,0
First Class,Medium,Corporate,Pacific Asia,Office Supplies,16,0.0,764.0,3,Monday,2,0
Second Class,Low,Corporate,Pacific Asia,Grocery,3,0.25,230.2,7,Sunday,2,0
Standard Class,Medium,Consumer,USCA,Grocery,6,0.29,775.01,1,Wednesday,1,1
Second Class,Low,Consumer,Pacific Asia,Apparel,10,0.14,1052.69,6,Monday,12,0
Standard Class,Medium,Corporate,LATAM,Electronics,5,0.35,116.28,7,Friday,4,0
Same Day,Medium,Consumer,USCA,Furniture,14,0.3,315.46,3,Wednesday,5,0
First Class,Medium,Consumer,LATAM,Apparel,18,0.24,729.01,1,Friday,9,0
Standard Class,Low,Consumer,Africa,Grocery,8,0.28,146.84,7,Tuesday,7,1
Standard Class,Low,Consumer,USCA,Apparel,16,0.31,1087.49,6,Friday,10,1
Second Class,Low,Home Office,Africa,Apparel,2,0.21,715.61,2,Thursday,5,1
Standard Class,Low,Consumer,Europe,Grocery,9,0.16,706.13,4,Saturday,11,0
Standard Class,Low,Consumer,Europe,Grocery,19,0.05,76.51,4,Sunday,1,0
Standard Class,Low,Corporate,LATAM,Electronics,1,0.16,511.36,1,Friday,6,1
Standard Class,Medium,Corporate,Africa,Electronics,9,0.22,241.96,2,Saturday,12,1
Standard Class,Critical,Corporate,Africa,Electronics,7,0.38,972.15,4,Friday,8,1
First Class,Low,Consumer,USCA,Grocery,3,0.06,409.99,2,Saturday,10,0
Same Day,High,Consumer,Europe,Office Supplies,1,0.3,489.61,4,Wednesday,1,0
First Class,Low,Corporate,LATAM,Electronics,13,0.1,772.38,1,Monday,8,0
First Class,Medium,Consumer,LATAM,Furniture,14,0.38,863.73,4,Wednesday,5,0
Standard Class,Medium,Consumer,USCA,Office Supplies,1,0.24,950.08,4,Monday,11,0
Standard Class,High,Home Office,USCA,Electronics,18,0.17,218.09,7,Sunday,8,0
Standard Class,Low,Consumer,LATAM,Furniture,7,0.14,322.44,1,Friday,12,1
First Class,Low,Consumer,USCA,Grocery,15,0.08,119.94,7,Sunday,2,0
Same Day,Low,Consumer,Africa,Furniture,1,0.29,1029.17,5,Saturday,10,0
Second Class,Medium,Consumer,LATAM,Electronics,7,0.25,385.37,5,Sunday,9,0
First Class,High,Consumer,Pacific Asia,Apparel,2,0.36,160.12,4,Monday,6,0
Second Class,High,Consumer,Europe,Apparel,14,0.24,380.51,5,Friday,10,0
Standard Class,Medium,Consumer,Europe,Furniture,7,0.07,78.02,7,Tuesday,8,0
Standard Class,Medium,Consumer,Pacific Asia,Grocery,14,0.27,1005.53,3,Wednesday,5,1
Standard Class,High,Consumer,Pacific Asia,Office Supplies,15,0.35,351.57,5,Wednesday,3,1
Standard Class,Medium,Corporate,Africa,Apparel,7,0.4,426.59,2,Monday,7,1
Second Class,Low,Corporate,LATAM,Office Supplies,3,0.27,1129.0,3,Sunday,12,0
Standard Class,High,Consumer,USCA,Grocery,10,0.12,235.3,5,Thursday,9,0
Second Class,Low,Home Office,Europe,Apparel,12,0.23,252.74,3,Thursday,6,0
Second Class,Low,Corporate,Pacific Asia,Grocery,9,0.21,676.96,6,Wednesday,6,0
Standard Class,Low,Corporate,LATAM,Electronics,8,0.2,1167.01,3,Monday,2,0
Standard Class,Medium,Consumer,USCA,Office Supplies,10,0.03,1082.41,5,Monday,7,0
